Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Age
Wonyoung,Jang Wonyoung,장원영,원영,2004-08-31,IVE,1/12/2021,Starship,South Korea,,,,Seoul,,IZ*ONE,F,22.0
Woo-ah,Kim Chaewon,김채원,우아,1997-06-20,CRAXY,3/03/2020,SAITEINMENT,South Korea,,,,,,,F,29.0
Woobin,Seo Woobin,서우빈,우빈,2000-10-16,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M,26.0
Woobin,Jeong Woobin,정우빈,우빈,2000-04-01,Luminous,9/09/2021,Barunson,South Korea,,,,Busan,,,M,26.0
Woochul,Shin Woochul,신우철,우철,2002-10-02,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M,24.0
Woodam,Park Woodam,박우담,우담,1995-08-02,D1CE,1/08/2019,Happyface,South Korea,,173.0,,,,,M,31.0
Woohee,Bae Woohee,배우희,우희,1991-11-21,Dal Shabet,3/01/2011,Happy Face,South Korea,,,,Busan,UNI.T,,F,35.0
Woohyun,Nam Woohyun,남우현,우현,1991-02-08,Infinite,9/06/2010,Woollim,South Korea,,176.0,52.0,Seoul,Toheart,,M,35.0
Woojin,Kim Woojin,김우진,우진,1997-04-08,,,,South Korea,,,,Daejeon,,Stray Kids,M,29.0
Woojin,Park Woojin,박우진,우진,1999-11-02,AB6IX,22/05/2019,Brand New,South Korea,,,,Busan,,Wanna One,M,27.0
Woojin,Lee Woojin,이우진,우진,2003-04-07,Ghost9,23/09/2020,Maroo,South Korea,,178.0,65.0,,TEEN TEEN,,M,23.0
Woojin,Lee Woojin,이우진,우진,1996-11-22,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M,30.0
Woojin,Lee Woojin,이우진,우진,2003-04-03,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M,23.0
Woojoo,Kim Sangyoon,김상윤,우주,1996-09-18,14U,17/04/2017,BG,South Korea,,,,,,,M,30.0
Woojoo,Kim Woojoo,김우주,우주,1996-08-12,Wassup,7/08/2013,Mafia,South Korea,,,,,,,F,30.0
Wooju,Cho Wooju,조우주,우주,2004-01-21,BLITZERS,12/05/2021,Wuzo,South Korea,,,,,,,M,22.0
Woolim,Hwang Woolim,황우림,우림,1996-08-29,Playback,25/06/2015,Coridel,South Korea,,,,,,,F,30.0
Woonggi,Cha Woonggi,차웅기,웅기,2002-04-23,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,24.0
Woono,Song Wonho,홍원호,우노,2003-04-05,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M,23.0
Woori,Go Woori,고우리,우리,1988-02-22,Rainbow,12/11/2009,DSP,South Korea,,165.0,44.0,Jeonju,Rainbow Blaxx,,F,38.0
Wooseok,Jeong Wooseok,정우석,우석,1998-01-31,PENTAGON,10/10/2016,Cube,South Korea,,,,,,,M,28.0
Wooshin,Kim Wooseok,김우석,우신,1996-10-27,UP10TION,10/09/2015,TOP Media,South Korea,,,,Daejeon,,X1,M,30.0
Woosu,Kim Minseok,김민석,우수,1999-11-23,IZ,31/08/2017,Music K,South Korea,,,,,,,M,27.0
Woosung,Choi Sunghyuk,최성혁,우성,1994-09-24,SNUPER,16/11/2015,Widmay,South Korea,,,,Seoul,,,M,32.0
Wooyeon,Park Jinkyung,박진경,우연,2003-02-11,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F,23.0
Wooyeop,Jo Wooyeop,조우엽,우엽,2000-09-27,TRCNG,10/10/2017,TS,South Korea,,179.0,,,,,M,26.0
Wooyoung,Jang Wooyoung,장우영,우영,1989-04-30,2PM,4/07/2008,JYP,South Korea,,178.0,65.0,Busan,,,M,37.0
Wooyoung,Hwang Wooyoung,황우영,우영,2003-06-29,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,,M,23.0
Wooyoung,Jung Wooyoung,정우영,우영,1999-11-26,ATEEZ,24/10/2018,KQ,South Korea,,172.0,,,,,M,27.0
Woozi,Lee Jihoon,이지훈,우지,1996-11-22,Seventeen,26/05/2015,Pledis,South Korea,,165.0,54.0,Busan,,,M,30.0
Wow,Kim Seyoon,김세윤,와우,1993-02-28,A.C.E,23/05/2017,Beat,South Korea,,,,Gyeonggi,,,M,33.0
Wyatt,Shim Jaeyoung,심재영,와이엇,1995-01-23,ONF,2/08/2017,WM,South Korea,,,,Seoul,,,M,31.0
Xeheun,Lee Seheun,이세흔,세흔,1999-07-11,Girlkind,16/01/2018,Nextlevel,South Korea,,,162.0,,,,F,27.0
XEN,Lee Jinwoo,이진우,젠,1998-02-20,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,1TEAM,M,28.0
Xero,Shin Jiho,신지호,제로,1994-02-03,Topp Dogg,1/04/2020,n.CH,South Korea,,,,Gwangji,,,M,32.0
Xia Junsu,Kim Junsu,김준수,시아 준수,1986-12-15,JYJ,8/09/2010,C-JeS,South Korea,,,,,,TVXQ,M,40.0
Xiao,Lee Dongyeol,이동열,샤오,1998-12-13,UP10TION,10/09/2015,TOP Media,South Korea,,,,Busan,,,M,28.0
XiaoTing,Shen Xiao Ting,션샤오팅,샤오팅,1999-11-12,Kep1er,1/03/2022,WakeOne,China,,168.0,,,,,F,27.0
Xin,Wang Xinwi,왕씬위,씬,1996-11-10,VARSITY,5/01/2017,GKC,China,,185.0,,,,,M,30.0
Xion,Son Dongju,손동주,시온,2000-01-10,Oneus,9/01/2019,RBW,South Korea,,,,,,,M,26.0
Xiumin,Kim Minseok,김민석,시우민,1990-03-26,EXO,8/04/2012,SM,South Korea,,173.0,65.0,Guri,EXO-CBX,,M,36.0
Xiweol,Kang Minseok,강민석,시월,1996-10-21,VARSITY,5/01/2017,GKC,South Korea,,174.0,,,,,M,30.0
Xiyeon,Park Junghyun,박정현,시연,2000-11-14,Pristin,21/03/2017,Pledis,South Korea,,164.0,51.0,,,,F,26.0
Xuanyi,Wu Xuanyi,우쉬안이,선의,1995-01-26,,,,China,,166.0,,Hainan,,WJSN,F,31.0
Y,Choi Sungyoon,최성윤,와이,1995-07-31,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,31.0
Yan An,Yan An,옌안,옌안,1996-10-25,PENTAGON,10/10/2016,Cube,China,,,,Shanghai,,,M,30.0
Yano,Seo Sangwon,서상원,야노,1995-09-27,Topp Dogg,1/04/2020,n.CH,South Korea,,,,Seoul,,,M,31.0
Yeah,Kim Haeun,김하은,예아,1999-10-09,,,,South Korea,,,,Gongju,,Good Day| Cignature,F,27.0
Yebin,Baek Yebin,백예빈,예빈,1997-07-13,DIA,14/07/2015,MBK,South Korea,,164.0,43.0,Chuncheon,UNI.T,,F,29.0
Yebin,Kim Yebin,김예빈,예빈,2004-11-01,HOT ISSUE,17/05/2017,FNC,South Korea,,,,,,,F,22.0
Yechan,Shin Yechan,신예찬,예찬,2001-05-14,OMEGA X,17/10/2016,JT Corea,South Korea,,183.0,64.0,Seoul,,1the9,M,25.0
Yechan,Kim Yechan,김예찬,예찬,1995-11-26,Pink Fantasy,28/10/2018,My Doll,South Korea,,159.0,45.0,,,,F,31.0
Yechan,Jeong Yechan,정예찬,예찬,2005-10-27,TRENDZ,5/01/2022,Interpark,South Korea,,,,Seoul,,,M,21.0
Yechan,Lee Yechan,이예찬,예찬,2005-10-21,xikers,30/03/2023,KQ,South Korea,,,,Yesan,,,M,21.0
Yedam,Bang Yedam,방예담,예담,2002-05-07,Treasure,7/08/2020,YG,South Korea,,,,,,,M,24.0
YeeEun,Jang Yeeun,장예은,예은,1998-08-10,CLC,19/03/2015,Cube,South Korea,,166.0,,Dongducheon,,,F,28.0
Yeeun,Hwang Yeeun,황예은,예은,1997-01-12,Blady,16/05/2011,Star Planet,South Korea,,,,Gimhae,,,F,29.0
Yeham,Gu Yeham,구예함,예함,2005-10-07,CSR,27/07/2022,A2Z,South Korea,,,,Pyeongtaek,,,F,21.0
Yehana,Kim Yewon,김예원,예하나,1999-02-22,Pristin,21/03/2017,Pledis,South Korea,,,,Ilsan,,,F,27.0
Yehyeon,Kim Yehyeon,김예현,예현,1999-09-12,GIDONGDAE,3/04/2013,Simtong,South Korea,,176.0,63.0,,,,M,27.0
Yein,Jeong Yein,정예인,예인,1998-06-04,Lovelyz,17/11/2014,Woollim,South Korea,,166.0,,Incheon,,,F,28.0
Yein,Ahn Yein,안예인,예인,1995-05-04,MELODYDAY,25/09/2019,KD,South Korea,,168.0,,,,,F,31.0
Yeji,Hwang Yeji,황예지,예지,2000-05-26,ITZY,12/02/2019,JYP,South Korea,,,,Seoul,,,F,26.0
Yeju,Kim Yeju,김예주,예주,2004-02-01,ICHILLIN',8/09/2021,KM,South Korea,,,,,,,F,22.0
Yejun,Oh Yejun,오예준,예준,2002-08-23,E'LAST,9/06/2020,E Entertainment,South Korea,,178.0,58.0,,,,M,24.0
Yel,Han Shinyoung,한신영,옐,2004-12-25,H1-KEY,5/01/2022,GLG,South Korea,,172.0,,,,,F,22.0
Yellow,Kim Eunbi,김은비,노랑,1993-05-05,Pungdeng-E,11/12/2013,DOMA,South Korea,,156.0,,Seoul,,,F,33.0
Yena,Yang Yena,양예나,예나,2000-05-22,APRIL,24/08/2015,DSP,South Korea,,,,Daegu,,,F,26.0
Yena,Jeong Yena,정예나,예나,2000-04-10,G-reyish,1/06/2017,Elijah,South Korea,,,,,,,F,26.0
Yena,Choi Yena,최예나,예나,1999-09-29,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Seoul,,,F,27.0
Yenny,Park Yeeun,박예은,예은,1989-05-26,Wonder Girls,13/02/2007,JYP,South Korea,,165.0,,Goyang,,,F,37.0
Yeo One,Yeon Changgu,여창구,여원,1996-03-27,PENTAGON,10/10/2016,Cube,South Korea,,,,,,,M,30.0
Yeoeun,Jung Jieun,정지은,여은,1990-01-25,MELODYDAY,25/09/2019,KD,South Korea,,169.0,,,,,F,36.0
Yeojin,Im Yeojin,임여진,여진,2002-11-11,LOONA,20/08/2018,Blockberry,South Korea,,,,Guro,Loona 1/3,,F,24.0
Yeonha,Ahn Yeonji,안연지,연하,2000-05-19,P.O.P,26/07/2017,DWM,South Korea,,,,Yeondong,,,F,26.0
Yeonhee,Kim Yeonhee,김연희,연희,2000-12-06,Rocket Punch,7/08/2019,Woollim,South Korea,,161.0,,,,,F,26.0
Yeonho,Ju Yeonho,주연호,연호,2000-05-31,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,26.0
Yeonjae,Choi Yeonjae,최연재,연재,2000-12-06,mimiirose,16/09/2022,YES IM,South Korea,,171.0,,,,,F,26.0
Yeonje,Yang Yeonje,양연제,혜성,1999-10-15,ALICE,1/07/2017,IOK Company,South Korea,,,,,,,F,27.0
Yeonji,Kwak Yeonji,곽연지,연지,2008-01-08,tripleS,13/02/2023,MODHAUS,South Korea,,162.0,,Gwangju,,,F,18.0
Yeonjoo,Song Yeonjoo,정연주,연주,1997-06-26,P.O.P,26/07/2017,DWM,South Korea,,,,Ansan,,,F,29.0
Yeonjun,Choi Yeonjun,최연준,연준,1999-09-13,TXT,4/03/2019,Big Hit,South Korea,,183.0,63.0,,,,M,27.0
Yeonjung,Yu Yeonjung,유연정,연정,1999-08-03,WJSN,25/02/2016,Starship,South Korea,,167.0,52.0,Gwangmyeong,,I.O.I,F,27.0
Yeonkyu,Kim Yeonkyu,김연규,연규,2004-05-03,ATBO,27/07/2022,IST,South Korea,,171.0,,Seoul,,,M,22.0
Yeonseo,Ryu Yeonseo,류연서,연서,2004-09-26,We;Na,5/09/2022,Shine E&M,South Korea,,158.0,45.0,,,,F,22.0
Yeontae,Jeong Yeontae,정연태,연태,1992-07-06,IN2IT,27/01/2016,Star Empire,South Korea,,178.0,58.0,,,,M,34.0
Yeonwoo,Lee Dabin,이다빈,연우,1996-08-01,,,,South Korea,,170.0,49.0,Seoul,,MOMOLAND,F,30.0
Yeoreum,Ahn Chaeyeon,안채연,여름,1996-06-04,Hello Venus,9/05/2012,Fantagio,South Korea,,167.0,48.0,,,,F,30.0
Yeoreum,Lee Jinsook,이진숙,여름,1999-01-10,WJSN,25/02/2016,Starship,South Korea,,161.0,,Seoul,WJSN Chocome,,F,27.0
Yeori,Choi Yeori,최여리,여리,1999-09-08,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F,27.0
Yeori,Kim Soyeon,김소연,여리,1994-05-30,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,164.0,,Seoul,,,F,32.0
Yeosang,Kang Yeosang,강여상,여상,1999-06-15,ATEEZ,24/10/2018,KQ,South Korea,,173.0,,Incheon,,,M,27.0
Yeoun,Lee Kyeongbin,이경빈,여운,1997-09-03,ARGON,11/03/2019,MSH,South Korea,,,,,,,M,29.0
Yeowool,Ha Yeowool,하여울,여울,1998-04-11,Purplebeck,24/06/2019,Majesty,South Korea,,163.0,46.0,,,,F,28.0
Yeram,Yang Yeram,양예람,예람,2000-03-31,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M,26.0
Yeri,Kim Yerim,김예림,예리,1999-03-05,Red Velvet,1/08/2014,SM,South Korea,,158.0,,Seoul,,,F,27.0
Yerim,Jeong Yerim,정예림,예림,1997-03-10,Purplebeck,24/06/2019,Majesty,South Korea,,165.0,44.0,,,,F,29.0
Yerin,Baek Yerin,백예린,백예린,1997-06-26,15&,5/10/2012,JYP,South Korea,,165.0,,Daejeon,,,F,29.0
Yerin,Jung Yerin,정예린,예린,1996-08-19,Gfriend,15/01/2015,Source,South Korea,,167.0,,Incheon,,,F,30.0
Yeryung,,,예령,2002-06-22,Lusty,26/06/2019,babaplay,South Korea,,169.0,49.0,Busan,,,F,24.0
Yeseo,Kang Yeseo,강예서,예서,2005-08-22,Kep1er,1/03/2022,WakeOne,South Korea,,157.0,,,,Busters,F,21.0
Yeseul,Kim Yeseul,김예슬,예슬,2004-03-24,Hi-L,11/08/2021,Kpop Live,South Korea,,,,,,,F,22.0
Yeso,Lee Yeso,이예소,예소,2001-11-13,G-reyish,1/06/2017,Elijah,South Korea,,,,,,,F,25.0
Yesung,Kim Jongwoon,김종운,예성,1984-08-24,Super Junior,6/11/2005,SM,South Korea,,178.0,64.0,Seoul,,,M,42.0
Yeum,Jung Myeongwoo,정명우,예음,2001-11-19,PRIMROSE,13/03/2023,AO,South Korea,,,,,,,F,25.0
Yewang,Seo Yewang,서예왕,예왕,2005-03-12,EPEX,8/06/2021,C9,South Korea,,180.0,64.0,,,,M,21.0
Yewon,Park Yewon,박예원,예원,2004-01-11,HOT ISSUE,17/05/2017,FNC,South Korea,,,,,,,F,22.0
Yewon,Han Yewon,한예원,예원,2003-02-07,mimiirose,16/09/2022,YES IM,South Korea,,170.0,,Seoul,,,F,23.0
Yezi,Lee Yeji,이예지,예지,1994-08-26,Fiestar,31/08/2012,LOEN,South Korea,,161.0,,Gangneung,,,F,32.0
Yibo,Wang Yibo,왕이보,이보,1997-08-05,UNIQ,20/10/2014,Yuehua,China,,182.0,65.0,,,,M,29.0
Yijeong,Jang Yijeong,장이정,이정,1993-09-10,HISTORY,26/04/2013,LOEN,South Korea,,173.0,58.0,Jinju,,,M,33.0
Yiren,Wang Yiren,왕이런,이런,2000-12-29,Everglow,18/03/2019,Yuehua,China,,,,,,,F,26.0
Yixuan,Zhou Yixuan,조이쉔,이쉔,1990-12-11,UNIQ,20/10/2014,Yuehua,China,,183.0,65.0,,,,M,36.0
Yiyeon,Jung Dasol,정다솔,이연,1995-05-28,BVNDIT,10/04/2019,MNH,South Korea,,,,,,,F,31.0
Yoel,Kim Yoel,킴요엘,요엘,2001-01-25,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,Seoul,,,M,25.0
Yohan,Kim Yohan,김요한,요한,1999-09-22,WEi,5/10/2020,OUI,South Korea,,181.0,66.0,,,X1,M,27.0
Yonggeun,Jo Yonggeun,조용근,용근,1995-01-23,D1CE,1/08/2019,Happyface,South Korea,,174.0,54.0,,,,M,31.0
Yongguk,Bang Yongguk,방용국,용국,1990-03-31,B.A.P,27/01/2012,TS,South Korea,,182.0,60.0,Incheon,,,M,36.0
Yongha,Yoo Yongha,유용하,용하,1999-01-11,WEi,5/10/2020,OUI,South Korea,,177.0,64.0,,,1the9,M,27.0
Yonghee,Kim Yonghee,김용희,용희,2000-02-17,CIX,23/07/2019,C9,South Korea,,177.0,59.0,,,,M,26.0
Yonghoon,Jin Yonghoon,진용훈,용훈,1994-08-17,Onewe,9/01/2019,RBW,South Korea,,,,,,MAS,M,32.0
Yonghwa,Jung Yonghwa,정용화,용화,1989-06-22,CNBLUE,14/01/2010,FNC,South Korea,,,,Seoul,,,M,37.0
Yongseok,Choi Yongseok,최용석,용석,1996-05-23,CHECKMATE,19/06/2012,Yedang,South Korea,,,,,,,M,30.0
Yongseok,Kim Yongseok,김용석,용석,1993-01-08,CROSS GENE,8/07/2012,Amuse,South Korea,,176.0,64.0,Seoul,,,M,33.0
Yongseung,Kim Yongseung,김용승,용승,2000-06-17,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,26.0
Yooa,Yoo Siah,유시아,유아,1995-09-17,Oh My Girl,21/04/2015,WM,South Korea,,160.0,50.0,Seoul,,,F,31.0
Yoochun,Park Yoochun,박유천,유천,1986-07-04,JYJ,8/09/2010,C-JeS,South Korea,,,,Seoul,,TVXQ,M,40.0
Yoohyeon,Kim Yoohyeon,김유현,유현,1997-01-07,Dreamcatcher,13/01/2017,Happy Face,South Korea,,171.0,,Incheon,,Minx,F,29.0
Yoojin,Jang Yoojin,정유진,유진,1992-09-14,,,,South Korea,,,,,,Brave Girls,F,34.0
Yoojin,Ahn Yoojin,안유진,유진,2000-02-29,ARTBEAT,16/11/2022,AB Creative,South Korea,,,,,,,F,26.0
Yoojun,Jung Gun,정건,유준,2000-12-27,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,26.0
Yoojun,Jun Yoojun,정유준,유준,1995-07-26,D1CE,1/08/2019,Happyface,South Korea,,,,,,,M,31.0
Yoojung,Lee Taeyeop,이태엽,유정,1997-05-19,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M,29.0
Yoojung,Choi Yoojung,최유정,유정,1999-11-12,Weki Meki,8/08/2017,Fantagio,South Korea,,,,Guri,I.O.I| WJMK,,F,27.0
Yookyung,Seo Yookyung,서유경,유경,1993-03-15,,,,South Korea,,167.0,48.0,,,AOA BLACK,F,33.0
Yoomin,Na Yoomin,나유민,유민,1993-08-29,MELODYDAY,25/09/2019,KD,South Korea,,165.0,,,,,F,33.0
Yoon,Heo Yoon,허윤,윤,1994-09-23,4TEN,26/08/2014,Jungle,South Korea,,,,,,,F,32.0
Yoon,Ji Hayoon,지하윤,윤,1997-07-08,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,162.0,,Busan,,,F,29.0
Yoon,Shim Jayoon,심자윤,윤,2004-04-14,STAYC,12/11/2020,Hi-Up,South Korea,,171.0,49.0,Gwangju,,,F,22.0
Yoon,Kang Seungyoon,강승윤,승윤,1994-01-21,WINNER,12/08/2014,YG,South Korea,,,,Busan,,,M,32.0
Yoona,Ogura Yuuna,오구라 유우나,유우나,2000-10-13,bugAboo,25/10/2021,A team,Japan,,,,Sapporo,,,F,26.0
Yoona,Im Yoona,임윤아 ,윤아,1990-05-30,SNSD,4/08/2021,Good Luck,South Korea,,166.0,47.0,Seoul,,,F,36.0
Yoonbin,Ha Yoonbin,하윤빈,윤빈,2000-12-11,,,,South Korea,,,,,,,M,26.0
Yoonhye,Jung Yoonhye,정윤혜,윤혜,2001-10-04,FANATICS,6/08/2019,FENT,South Korea,,173.0,,,FANATICS FLAVOR,,F,25.0
Yoonhye,Jung Yoonhye,정윤혜,윤혜,1990-04-14,Rainbow,12/11/2009,DSP,South Korea,,166.0,47.0,Daejeon,,,F,36.0
Yoonji,,,윤지,1998-07-21,Lusty,26/06/2019,babaplay,South Korea,,163.0,45.0,,,,F,28.0
Yoonjo,Shin Yoonjo,신윤조,윤조,1992-12-14,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Seoul,,Hello Venus,F,34.0
Yoonsan,Yoon Sanghyuk,윤상혁,윤산,1994-08-22,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,,,,M,32.0
Yoonsung,Cho Yoonsung,조윤성,윤성,2003-11-13,8TURN,30/01/2023,MNH,South Korea,,177.0,62.0,Seoul,,,M,23.0
Yoonwoo,Lee Choonghyun,이충현,윤우,2000-08-28,TRENDZ,5/01/2022,Interpark,South Korea,,,,,,,M,26.0
Yoosung,Jeong Yoosung,정유성,유성,1992-10-08,,,,South Korea,,175.0,52.0,,,Bigflo,M,34.0
Yooyeon,Kim Yooyeon,김유연,유연,2001-02-09,tripleS,13/02/2023,MODHAUS,South Korea,,164.0,46.0,Seoul,,,F,25.0
Yooyoung,Lee Yooyoung,이유영,유영,1995-01-23,Hello Venus,9/05/2012,Fantagio,South Korea,,170.0,49.0,Suwon,,,F,31.0
Yoseob,Yang Yoseob,양요섭,요섭,1990-01-05,Highlight,14/10/2009,Around Us,South Korea,,171.0,56.0,Seoul,,Beast,M,36.0
Yoshi,Kanemoto Yoshinori,카네모토 요시노리,요시,2000-05-15,Treasure,7/08/2020,YG,Japan,,179.0,59.0,Kobe,,,M,26.0
You,Kim Taeyou,김태유,유,1999-11-17,ABLUE,23/10/2022,J-Star,South Korea,,178.0,70.0,,,BECZ,M,27.0
Youi,Kim Jihyeo,유아이,유아이,2000-04-24,Dreamnote,7/11/2018,iME,South Korea,,163.0,45.0,,,,F,26.0
Young K,Kang Young-hyun,강영현,영케이,1993-12-19,DAY6,7/09/2015,JYP,South Korea,Canada,,,,,,M,33.0
Youngbin,Lee Youngbin,이영빈,영빈,2001-11-23,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M,25.0
Youngbin,Jeong Youngbin,정영빈,영빈,1998-10-05,Luminous,9/09/2021,Barunson,South Korea,,172.0,55.0,Seongju,,,M,28.0
Youngbin,Kim Youngbin,김영빈,영빈,1993-11-23,SF9,5/10/2016,FNC,South Korea,,,,,,,M,33.0
Youngeun,Seo Youngeun,서영은,영은,2004-12-27,Kep1er,1/03/2022,WakeOne,South Korea,,159.0,,,,,F,22.0
Youngheun,Go Youngheun,고영흔,영흔,1994-11-20,Blackswan,16/10/2020,DR,South Korea,,,,,,,F,32.0
Youngho,Noh Youngho,노영호,영호,1993-03-24,SIGNAL,28/08/2019,J-Star,South Korea,,,,,,,M,33.0
Younghoon,Kim Younghoon,김영훈,영훈,1997-08-08,The Boyz,31/12/2017,Cre.Ker,South Korea,,182.0,63.0,,,,M,29.0
Youngjae,Yoo Youngjae,유영재,영재,1994-01-24,B.A.P,27/01/2012,TS,South Korea,,178.0,65.0,Seoul,,,M,32.0
Youngjae,Choi Youngjae,최영재,영재,1996-09-17,GOT7,16/01/2014,JYP,South Korea,,175.0,59.0,Mokpo,,,M,30.0
Youngji,Hur Youngji,허영지,영지,1994-08-30,KARA,29/03/2007,DSP,South Korea,,,,Goyang,,,F,32.0
Youngmin,Lim Youngmin,임영민,영민,1995-12-25,,,,South Korea,,,,Busan,MXM,AB6IX,M,31.0
Youngmin,Jo Youngmin,조영민,영민,1995-04-24,Boyfriend,26/05/2011,Starship,South Korea,,180.0,,Anyang,,,M,31.0
Youngseo,Ryu Youngseo,류영서,영서,2002-06-13,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,24.0
Youngwoong,Cho Youngwoon,조영웅,영웅,1999-05-01,14U,17/04/2017,BG,South Korea,,,,,,,M,27.0
Yua,Mikami Yua,미카미 유아,유아,1993-08-16,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,,,,F,33.0
Yubeen,Jin Yubeen,진유빈,유빈,2006-09-05,TRACER,3/04/2022,Gleamedia,South Korea,,,,,,,F,20.0
Yubin,Cho Yubin,조유빈,유빈,1999-10-09,,,,South Korea,,156.0,40.0,,,Pink Fantasy,F,27.0
Yubin,Oh Yubin,오유빈,유빈,1998-11-26,ARTBEAT,16/11/2022,AB Creative,South Korea,,162.0,47.0,,,,F,28.0
Yubin,Kim Yubin,김유빈,유빈,2002-02-27,Bling Bling,17/11/2020,Major9,South Korea,,166.0,47.0,,,,F,24.0
Yubin,Jang Yubin,장유빈,유빈,2004-06-10,Mirae,17/03/2021,DSP,South Korea,,,,,,,M,22.0
Yubin,Bae Yubin,배유빈,유빈,1997-09-09,Oh My Girl,21/04/2015,WM,South Korea,,161.0,49.0,Chuncheon,,,F,29.0
Yubin,Gong Yubin,공유빈,유빈,2005-02-03,tripleS,13/02/2023,MODHAUS,South Korea,,163.0,,Yongin,,,F,21.0
Yubin,Kim Yubin,김유빈,유빈,1988-10-04,Wonder Girls,13/02/2007,JYP,South Korea,,163.0,,Gwangju,,,F,38.0
Yue,Nancy Yang,낸시 양,유에,2004-07-03,Lapillus,22/06/2022,MLD,USA,China,163.0,48.0,,,,F,22.0
Yuem,Park Subin,박수빈,유음,1996-12-25,H.U.B,9/02/2017,New Planet,South Korea,,,,,,,F,30.0
Yugyeom,Kim Yugyeom,김유겸,유겸,1997-11-17,GOT7,16/01/2014,JYP,South Korea,,180.0,64.0,Namyangju,,,M,29.0
Yuha,Kang Kyungwon,강경원,유하,1997-11-05,Hinapia,3/11/2019,Alseulbit,South Korea,,170.0,50.0,,,Pristin,F,29.0
Yujeong,Kim Yujeong,김유정,유정,1992-02-14,,,,South Korea,,161.0,42.0,Seoul,,LABOUM,F,34.0
Yujeong,Nam Yujeong,남유정,유정,1991-05-02,Brave Girls,8/04/2011,Brave,South Korea,,,,Seoul,,,F,35.0
Yujeong,Lee Yujeong,이유정,유정,2004-06-14,LIGHTSUM,10/06/2021,Cube,South Korea,,160.0,41.0,,,,F,22.0
Yuji,Son Yuji,손유지,유지,1998-11-25,3YE,21/05/2019,GH,South Korea,,160.0,45.0,,,Apple.B,F,28.0
Yujin,Ahn Yujin,안유진,유진,2003-09-01,IVE,1/12/2021,Starship,South Korea,,,,Cheongju,,IZ*ONE,F,23.0
Yujin,Choi Yujin,최유진,유진,1996-08-12,Kep1er,1/03/2022,WakeOne,South Korea,,164.0,,Jeonju,,CLC,F,30.0
Yujin,Seo Yoojin,소유진,유진,1994-06-18,Playback,25/06/2015,Coridel,South Korea,,,,,,,F,32.0
Yujin,Jeong Yujin,정유진,유진,1989-10-23,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,,,D-Unit,F,37.0
Yuju,Choi Yuju,최유주,유주,1997-03-05,Cherry Bullet,21/01/2019,FNC,South Korea,,,,,,,F,29.0
Yuju,Choi Yuna,최유나,유주,1997-10-04,Gfriend,15/01/2015,Source,South Korea,,169.0,,Goyang,,,F,29.0
Yujun,Jung Yujun,정유준,유준,2005-10-05,xikers,30/03/2023,KQ,South Korea,,,,Incheon,,,M,21.0
Yuki,Mori Koyuki,모리 코유키,유키,2002-11-06,Purple Kiss,15/03/2021,RBW,Japan,,,,,,,F,24.0
Yuki,Lim Jiyeon,임지연,유키,2002-01-30,Saturday,18/07/2018,SD,South Korea,,161.0,44.0,,,,F,24.0
Yuku,Amanumu Yuku,아마누마 유쿠,유쿠,2002-05-12,DKB,3/02/2020,Brave,Japan,,176.0,55.0,,,,M,24.0
Yukyung,Lee Yukyung,이유경,유경,1999-11-05,ALICE,1/07/2017,IOK Company,South Korea,,,,,,,F,27.0
Yulhee,Kim Yulhee,김율희,율희,1997-11-27,,,,South Korea,,166.0,52.0,Bucheon,,LABOUM,F,29.0
Yuna,Seo Yuna,서유나,유나,1992-12-30,AoA,30/07/2012,FNC,South Korea,,163.0,45.0,Busan,AOA BLACK,,F,34.0
Yuna,Lee Yuna,이유나,유나,1993-04-06,Brave Girls,8/04/2011,Brave,South Korea,,,,Seoul,,,F,33.0
